Date;Rating;Content;Auteur;ResponseMonoprix
2020-04-24 00:00:00;1;Qualité...on n'en parle pas de la zoub à...très cher !Personnel mal éduqué irrespectueux ( 1 exception pour 1 caissière toutefois)La propreté ce sera dans une autre viebon en gros on change de crémerie !....bye les nazes :);Françoise Prevot;False
2020-04-22 00:00:00;1;Honteux pour les employés du votre magasin. ils ne vont pas toucher la prime des 1000 euros. Ils devraient se mettre en grève. A partir de ce jour je vais aller chez les petits commerçant.;laurent;False
2020-04-10 00:00:00;5;Cliente du Monoprix Fontainebleau je voudrais tous les jours, dire à tout le personnel, combienJe les remercie pour leur professionnalisme et leur gentillesse. Vous êtes vous aussi, nos héros du confinement. Merci Monop de Fontainebleau! ??;Beatrice BERTIN;False
2020-04-10 00:00:00;5;Je viens d'être livrée à l'instant d'une commande passée dimanche à 150?. On m'a prévenu ce matin qu'il me manquait 3 articles. Même les gariguette sont arrivées....merci beaucoup Monoprix.;Audrey Hedin;False
2020-04-06 00:00:00;3;;Marie-Claude ROUMENGAS;False
2020-04-04 00:00:00;1;Surtout ne commandez pas en ligne....;Dj SAND;False
2020-03-31 00:00:00;5;Première expérience avec Monoprix, à part un retard de livraison, bien compréhensible pendant cette période, je suis tout à fait satisfaite. Un grand merci au livreur et à toutes les personnes qui préparent nos commandes.;dg92;False
2020-03-27 00:00:00;1;Soyons solidaires....Parlons en !!commande de ravitaillement pour une dame de 94 ans ....5 JOURS DE RETARD !!!!!!! ET PAS UNE INFORMATIONtelephone bloqué...pas de réponse au 4 messages écritsASSASSINS DE VIEILLES PERSONNES !!!!;Client;False
2020-03-22 00:00:00;2;J'ai passé une commandé  en ligne début mars.Beaucoup d'articles ont été remplacés par des articles de moindre qualité avec le même prix.Pour moi monoprix profite de crise sanitaire.;Dalleau Marie;False
2020-03-06 00:00:00;1;Bons produits et rayons bien agencés.. dommage que le directeur du magasin d antibes sois si peu aimable.. cela est très attristant qu'il parle ainsi à ses employés..;Fleur D;False
2020-02-23 00:00:00;3;Les magasins sont toujours bien placé, mais parfois les prix sont élevés. Mais dans l'ensemble c'est toujours moins cher que franprix, carrefour city,;Baptiste;False
2020-02-13 00:00:00;1;Tarifs très élevés et surtout personnel très désagréable.  Vendeurs qui parlent entre eux en ignorant les clients...;Mélanie JOBRANI;False
2020-02-08 00:00:00;1;Pourquoi y a t ilMollusques et crustacésDans vos sandwichs au pouletEt au fromagePensez vous aux allergiques ???Suis tres  déçueDe cette compositionANORMALE !!!!;SUK;False
2020-02-03 00:00:00;1;Tout comme le dernier avis , j'ai été débité 2 fois et le 26 décembre et depuis impossible d'obtenir un remboursement malgré les justificatifs fournis début janvier et les relances par mail.C'est le summum de l'incompétence.;Yael;False
2020-01-31 00:00:00;1;Pourquoi monoprix n embauche pas de seniors ???12 cv JAMAIS D ENTRETIEN;Chereau;False
2020-01-10 00:00:00;1;BonjoursJ'ai prix un expresso à la cantine du monop'daily au cnit à la Defense le café infecte aucun goût de café de la flotte beurk;Diane. Lu@aliceadsl.fr 100328;False
2019-12-30 00:00:00;1;Les nouveaux panneaux sont ILLISIBLES;MICHEL de CHABANNES Jacques;False
2019-12-24 00:00:00;1;Très décevant. En l'espace de 10 jours, j'ai eu, à 2 reprises, la désagréable surprise de ne pas être livré le jour programmé pour la livraison. Je n'utiliserai désormais plus ce service de livraison, qui a manqué de fiabilité dans mon cas.;charles lebar;False
2019-12-20 00:00:00;1;Le personnel du magasin de Tours centre est très cordial mais les agents de sécurité sont mal élevés et agressifs.Je n y mettrai plus les pieds pour cette raison.;Beverly  Abajoli;False
2019-12-19 00:00:00;5;La qualité, la qualité et encore la qualité.Je ne suis jamais déçu chez Monoprix.;O. BRUNO;False
2019-12-18 00:00:00;1;Campagne de pub anti-chrétien en pleine période de Noël. Si les responsables de la communication de monoprix n'aiment pas nos traditions, ils peuvent émigrer vers le Qatar.;Julien S.;False
2019-12-10 00:00:00;3;15? offerts et livraison sur les superbes recettes lors de vos courses Carrefour réalisées via l'application Jow avec le code CSQF4RUn délice :)Bon appétit!;SuperPlan;False
2019-12-01 00:00:00;1;Livraison de 20% de la commande à date dite, il faut rêler et rappeler pour être livré du reste le lendemain (ils m'avaient oublié!!) et il manque encore des produits!!!!;jumorel;False
2019-11-15 00:00:00;3;Un magasin très bien, en revanche faite attention au dates.!Ce matin en prenant mon starbuks signature Chocolate la date dépasse du 30 /10/2019 alors l heure ou j écris on le 15/11/19. Merci à bientôt;Vivien;False
2019-10-24 00:00:00;1;Monoprix de Mantes la jolieje suis venue hier en envisageant d' acheter une carte cadeau entre le manque de politesse et l incompétence totale de l'employé en haut et celle du bas je suis ressortie sans rien pour moi monoprix c est fini;poloce;False
2019-10-23 00:00:00;1;Bonjour,A ma grande surprise aujourd?hui un vendeur du rayon charcuterie a refusé de me servir du jambon.Je trouve cela anormal.Cordialement,;Philippe Berthot;False
2019-10-13 00:00:00;1;commande aurait dû être livrée aujourd'hui, dimanche 9-11h.pas de livraisonpas d appel (fournis deux numéros)pas de service clients les dimanches;dario;False
2019-10-08 00:00:00;1;Fruits et légumes bio tous emballés en plastique, insupportable. Parfois en lots de 2 fruits.Je refuse et privilège la concurrence.;Elie Mas;False
2019-10-07 00:00:00;1;fuyez la livraison monoprix, plus de 2h de retard aucun message aucun service client accessible apres 22happlication absolument pas fiable une veritable honte;monoprix zero;False
2019-09-17 00:00:00;1;Une catastropheAucun sérieuxPas de respect des livraisons3 jours de retard pour de simple course;TEBOUL DAVID;False
2019-07-07 00:00:00;3;Mais Monoprix vous vous êtes prix pour Louis Vuitton pour un produit le magasin doit doubler le prix. Par contre commande de soutien-gorge par exemple satisfaite et si pas bonne taille remboursé en magasin rapide et efficace;Angeline;False
2019-06-26 00:00:00;1;Monoprix c est de l incompétence total , articles remplacer sans accord , articles oublier sur la commande du grand n importe quoi !!!!!!;Riad Ben;False
2019-06-14 00:00:00;1;Une société pourtant très connu et qui produit des millions d'euros mais beaucoup de mauvais points.Pas d'évolution de carrièrePas de valorisation des salariésPeu de primesEt surtout manipulation des dirigeants.Dégouté même en tant que cliente.;M.L;False
2019-06-11 00:00:00;1;Le livreur n'est jamais passé, sans même prendre la peine de prévenir. Dernière fois que je commande .;Alexandra  MG;False
2019-06-08 00:00:00;2;Que des incompetents je suis vraiment décu de Monoprix;Jacquelinerosalie;False
2019-05-27 00:00:00;1;A éviter pour leur manque de compétence pour gérer les commandes internet. commande bloquée au moment ou je suis partie la chercher Au monoprix de la vache noire à Arcueil.;Chloe;False
2019-05-22 00:00:00;1;NazCela  fait 2 jours que j attends ma livraison toujours rienVive carrefour;Coco;False
2019-05-03 00:00:00;4;C'est vrai que c'est un peu cher, mais les produits sont de qualité. Je me de2place souvent a Cannes pour le boulot et c'est là que je fais mes courses. C'est pratiquement toujours ouvert, et meme le Dimanche.;Cindie75;False
2019-04-20 00:00:00;4;J'aime beaucoup les magasins de cette chaîne. De bons produits bio et une grande diversité de choix. Juste un peu cher à mon goût...;Daniela;False
2019-04-04 00:00:00;4;Jamais rencontré de problème.J'en suis satisfaite.;Laurence R;False
2019-03-29 00:00:00;5;Vous y trouverez tout ce dont vous avez besoin pour vos courses! Best grocery shopping around the flat;Kenny;False
2019-01-31 00:00:00;1;Monoprix Nimes: service zéro, longe attente devant la caisse, marchandise trop chère. Je ne fréquenterai plus ce magasin.;Olivia Kroth;False
2018-12-15 00:00:00;1;Les tables sont sales, rien est nettoyé.Tout est par terre.La propreté est vraiment à revoir. Le personnel n'est pas présent.Vraiment déçu.;Juliette;False
2018-12-08 00:00:00;1;Scandaleux !! 20? euro de frais de livraison et le livreur ne veut pas livrer au 2ème étage pour une femme enceinte de 9mois !!!;justine Boré;False
2018-11-19 00:00:00;1;Service client aux abonnés absent. Après une commande validée mais non livrée puis annulée par ce même service client pour la renvoyer un autre jour. Mais toujours non reçu. Service de livraison cher pour pas grand chose. A fuir absolument.;Florentin Bro;False
2018-11-06 00:00:00;1;Livraison que l on attend depuis plus de 48h avec un service client qui nous dis hier, puis aujourd'hui qu'il n y pas de problème, juste un peu de retard...Heureusement que l on ne compte pas sur eux pour nourrir nos enfants!Bref, plus jamais!;Tsoos;False
2018-10-11 00:00:00;1;La note montera après le renvoi du directeur. L'information doit être rendue publique et médiatisée! je suis choqué!;Bruno Guegan;False
2018-10-11 00:00:00;1;Renvoi du directeur requis. Les mots ne sont pas suffisants face à ce genre comportement.;Jade;False
2018-10-11 00:00:00;1;Aucun respect de la part du directeur, qui en plus ne respecte pas les lois. Je n'y mettrai plus jamais les pieds.;Elios Valera-lopez;False
2018-10-11 00:00:00;1;Pour celui de la Blancarde (où le malvoyant a été rejeté) : très mauvais accueil, seules 2 caissières sont sympas, il faut avoir la chance de tomber dessus et c'est rare !Désormais je boycotte.;Val Charlie Ewing;False
2018-10-10 00:00:00;1;Scandale du chien d'aveugle et de son maître refusés et brutalisés par un de vos gérants sans coeur et en plus dans l'illégalité.;Eric Chevallier;False
2018-08-23 00:00:00;1;Le pire des pires !Dans chaque commandes il manque des articles. La dernière n'a pas été livrée dans le créneau de 2H. Génial quand on paye 8? de frais de port.;Sandra Martinie;False
2018-08-18 00:00:00;1;Tres mauvais impossible passer cde  ca fait 2h 30 que j essayeC est a chaque fois pareilJ abandonne;Janine Varin;False
2018-07-16 00:00:00;1;Ne commandez rien chez Monoprix!! Les erreurs de livraison sont pour votre pomme!;Simin;False
2018-06-02 00:00:00;1;Les prix sont trop chers, les magasins sont mal rangé, produits frais périmés, caissières impolis, peu de choix, bref allez ailleurs ! Je préfère largement Carrefour ou Lidl !;Veronique Dupoireaux;False
2018-05-28 00:00:00;1;Depuis un mois je ne peuxplus selectionner les bons de réductions : impossible d?obtenir de l?aide : ni dans les magasins, ni via service client téléphonique, ni via site internet ...!! Débrouillez vous tout seul !;Christine Bourdin;False
2018-03-05 00:00:00;4;C'est plus cher, mais les horaires de mon Monop me satisfont;Uzes Roland;False
2018-02-19 00:00:00;3;Les produits sont toujours de qualité et le magasin à proximité de mon bureau est ouvert jusque tard le soir: c'est pratique quand je fais nocturne;nadine leclerc;False
2018-01-27 00:00:00;1;J'ai été intoxiqué par un traiteur japonais chez monop ! Les produit frais sont pas si frais que ça. Une fois la chaine du froid rompu, les produit et viandes ont un force risque d'intoxication alimentaire !!!!!!;ryan DESANGES;False
2017-12-04 00:00:00;1;A boycotter!!Beaucoup d erreurs;Monique Ebbo;False
2017-10-23 00:00:00;1;Produits manquants à chaque livraison, retard constant .... service déplorable ...Lors de ma dernière commande 35 euros de produits manquants !C'est du vol;Liotta;False
2017-09-08 00:00:00;1;Virer l'acheteur fruits et légumes. Orange misérables aussi bien à Rennes qu'à Strasbourg.;Rivé;False
2017-08-25 00:00:00;1;Attention au rayon fruits et légumes les balances ne sont pas à zéro,mais affichent déjà un tare(poids) .Ce poids , a être en plus du poids de votre produit pesé:Vous allez PAYER plus que vous ne devez:?CELA RESSEMBLE A DU VOL MANIFESTE.;tratop;False
2017-07-07 00:00:00;4;Il m?arrive de faire quelques achats dans cette enseigne, mais je ne prends pas tout, car je trouve que certaines choses sont chères. En revanche, j?aime bien les produits cosmétiques vendus, ils sont à un prix abordable.;Carlita;False
2017-06-02 00:00:00;4;De très jolies collections pour enfants, très efficace et rapide en livraison.Possibilité d'échange en magasin si problème. Bref, la mode facile comme on aimerait en voir plus souvent.;ST;False
2017-01-19 00:00:00;1;Accueil rue montgrand zéroLégumes bas de gamme très  chersLes prix affichés sur ceux ci ne sont pas les mêmes  qu' en caisse et bien sûr jamais à  L avantage du client de gros écarts parfois jusqu à  2 euros de différenceVérifiez votre ticket;Fabienne;False
2016-11-08 00:00:00;1;Si vous songez à commander vos courses en ligne chez Monoprix, oubliez.Après avoir attendu une soirée entière pour la livraison de ma commande, j'ai du me rendre à l'évidence que cette dernière n'arrivera pas à 21h15.;Mariana;False
2016-02-02 00:00:00;1;Apres une commande passé d'un total de 71? sur le site monoprix, le montant prélevé par ma banque est de 78?.  Que s'est-il passé??;B;False
2016-01-28 00:00:00;1;livré de la moitié de la commande et ensuite bataille pour les avoir au téléphone(temps d'attente ENORME quand ils répondent...) et se faire rembourser!!! organisation médiocre!!! au final c'est plus une perte qu'un gain de temps!;ouzar;False
2015-05-30 00:00:00;4;Bon site mais pourrait etre mieux;Daniela;False
2015-03-27 00:00:00;4;Les produits de cette marque ne sont pas mal, mais je regrette de ne pas avoir trouvé des vernis en vente sur ce site.;Céline;False
2014-05-14 00:00:00;4;Bon site, mais souvent des problèmes de disponibilité des produits qui sont annulés avant la livraison.;Barbara Guerin;False
2012-04-02 00:00:00;4;"pratique et utile pour faire ses courses, livraisons ""écolo"" car propose de grouper les acheteurs du même quartier... large choix de produitsmais comme les autres sites de vente seul le prix de livraison reste un peu cher ! dommage.....";josefa92;False
